ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0767908015,Jeremy Thrane,Kate Christensen,2001,Broadway Books,http://images.amazon.com/images/P/0767908015.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767908015.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767908015.01.LZZZZZZZ.jpg
1892005026,Nonviolent Communication : A Language of Compassion,Marshall B. Rosenberg,1999,PuddleDancer Press,http://images.amazon.com/images/P/1892005026.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1892005026.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1892005026.01.LZZZZZZZ.jpg
0750203560,Conflicts: Conflict in the Soviet Union (Conflicts),Bernard Harbor,1992,Hodder &amp; Stoughton Childrens Division,http://images.amazon.com/images/P/0750203560.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0750203560.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0750203560.01.LZZZZZZZ.jpg
174045085X,Bill's Food,Bill Granger,2003,Murdoch Books,http://images.amazon.com/images/P/174045085X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/174045085X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/174045085X.01.LZZZZZZZ.jpg
3806825777,Wissensmanagement.,Peter SchÃ?Â¼tt,2000,Falken,http://images.amazon.com/images/P/3806825777.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3806825777.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3806825777.01.LZZZZZZZ.jpg
0671578545,"Ashes of Victory (Honor Harrington Series, Book 9)",David Weber,2000,Baen,http://images.amazon.com/images/P/0671578545.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671578545.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671578545.01.LZZZZZZZ.jpg
0553213903,The Rainbow,D. H. Lawrence,1991,Bantam Books,http://images.amazon.com/images/P/0553213903.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553213903.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553213903.01.LZZZZZZZ.jpg
0881790206,The Long Distance Grandmother: How to Stay Close to Distant Grandchildren,Selma Wassermann,1988,Hartley &amp; Marks Publishers,http://images.amazon.com/images/P/0881790206.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0881790206.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0881790206.01.LZZZZZZZ.jpg
1841492531,Nylon Angel,Marianne De Pierres,2004,Orbit,http://images.amazon.com/images/P/1841492531.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1841492531.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1841492531.01.LZZZZZZZ.jpg
0234774541,As I remember them,Galina Von Meck,1973,Dobson,http://images.amazon.com/images/P/0234774541.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0234774541.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0234774541.01.LZZZZZZZ.jpg
1852426861,The Devil in Me: Short Stories,Christopher Fowler,2002,Serpent's Tail,http://images.amazon.com/images/P/1852426861.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1852426861.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1852426861.01.LZZZZZZZ.jpg
3404204530,Das groÃ?Â?e Mittelerde-Lexikon. Ein alphabetischer FÃ?Â¼hrer zur Fantasy-Welt von J.R.R. Tolkien.,Robert Foster,2002,LÃ?Â¼bbe,http://images.amazon.com/images/P/3404204530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3404204530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3404204530.01.LZZZZZZZ.jpg
0764111574,Barron's How to Prepare for the Ap United States History Advanced Placement Examination (Barron's How to Prepare for the Ap United States History  Advanced Placement Examination),William O. Kellogg,2000,Barron's Educational Series,http://images.amazon.com/images/P/0764111574.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0764111574.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0764111574.01.LZZZZZZZ.jpg
3423620595,Die Mennyms ganz allein.,Sylvia Waugh,2001,Dtv,http://images.amazon.com/images/P/3423620595.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3423620595.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3423620595.01.LZZZZZZZ.jpg
0003131696,"One, Two, Three and Away!: Green Book 1 - The Village with Three Corners (One, Two, Three and Away!)",Sheila McCullagh,1985,HarperCollins Publishers,http://images.amazon.com/images/P/0003131696.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0003131696.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0003131696.01.LZZZZZZZ.jpg
0800758285,Bittersweet Bliss,Ruth Glover,2003,Fleming H. Revell Company,http://images.amazon.com/images/P/0800758285.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0800758285.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0800758285.01.LZZZZZZZ.jpg
0671749900,MURDER MOST GRIZZLY : MURDER MOST GRIZZLY,Elizabeth Quinn,1993,Pocket,http://images.amazon.com/images/P/0671749900.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671749900.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671749900.01.LZZZZZZZ.jpg
1555472451,Swansdowne,Daniel Farson,1988,Critics Choice Paperbacks/Lorevan Publishing,http://images.amazon.com/images/P/1555472451.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1555472451.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1555472451.01.LZZZZZZZ.jpg
0345273273,The Last Best Hope,Peter Tauber,1978,Ballantine Books,http://images.amazon.com/images/P/0345273273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345273273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345273273.01.LZZZZZZZ.jpg
0152020810,Magic or Not?,Edward Eager,1999,Harcourt Children's Books,http://images.amazon.com/images/P/0152020810.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0152020810.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0152020810.01.LZZZZZZZ.jpg
0753813645,The Ledge,Blanaid McKinney,2003,Phoenix,http://images.amazon.com/images/P/0753813645.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0753813645.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0753813645.01.LZZZZZZZ.jpg
1565071999,A Woman Rides the Beast,Dave Hunt,1994,Harvest House Publishers,http://images.amazon.com/images/P/1565071999.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1565071999.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1565071999.01.LZZZZZZZ.jpg
1568520077,Life and Death of Mahatma Gandhi,Robert Payne,0,Konecky Konecky,http://images.amazon.com/images/P/1568520077.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1568520077.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1568520077.01.LZZZZZZZ.jpg
0152234152,Detectives in Togas (Odyssey Classic),Henry Winterfeld,1990,Harcourt,http://images.amazon.com/images/P/0152234152.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0152234152.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0152234152.01.LZZZZZZZ.jpg
0380013622,New York Times Natural Foods Cookbook),Hewitt,1983,Avon,http://images.amazon.com/images/P/0380013622.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380013622.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380013622.01.LZZZZZZZ.jpg
0793823137,Great Danes,Diane McCarty,1998,TFH Publications,http://images.amazon.com/images/P/0793823137.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0793823137.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0793823137.01.LZZZZZZZ.jpg
0451132378,Pet Sematary,Stephen King,1984,Signet Book,http://images.amazon.com/images/P/0451132378.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451132378.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451132378.01.LZZZZZZZ.jpg
0595131190,Coyote Songs...Tales From The Western Road,Ron W. Marr,2000,Writers Club Press/iUniverse.com,http://images.amazon.com/images/P/0595131190.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0595131190.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0595131190.01.LZZZZZZZ.jpg
042516313X,Breathing Lessons,Anne Tyler,1998,Berkley Publishing Group,http://images.amazon.com/images/P/042516313X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042516313X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042516313X.01.LZZZZZZZ.jpg
0684866048,"Move Your Stuff, Change Your Life : How to Use Feng Shui to Get Love, Money, Respect and Happiness",Karen Rauch Carter,2000,Fireside,http://images.amazon.com/images/P/0684866048.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684866048.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684866048.01.LZZZZZZZ.jpg
0515127825,Forever Rose (Time Passages Romances),Janet Wellington,2000,Jove Books,http://images.amazon.com/images/P/0515127825.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515127825.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515127825.01.LZZZZZZZ.jpg
1931561354,Beautiful Girls: Stories,Beth Ann Bauman,2003,MacAdam/Cage Publishing,http://images.amazon.com/images/P/1931561354.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1931561354.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1931561354.01.LZZZZZZZ.jpg
1560524138,"Always in Style : The Revised Edition of the Acclaimed Classic on Creating Your Personal Style : Style, Bodyline, Wardrobe, Color, Hair, Make-Up",Doris Pooser,1997,Crisp Publications,http://images.amazon.com/images/P/1560524138.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1560524138.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1560524138.01.LZZZZZZZ.jpg
0373763271,"Marriage Prey (20th Anniversary Title) (Desire, 1327)",Annette Broadrick,2000,Silhouette,http://images.amazon.com/images/P/0373763271.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373763271.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373763271.01.LZZZZZZZ.jpg
9688600768,Cuando el Dia Tiene 36 Horas,Nancy L. Mace,0,Pax-Mexico Mexico,http://images.amazon.com/images/P/9688600768.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9688600768.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9688600768.01.LZZZZZZZ.jpg
0312874073,Probability Sun (The Probability Trilogy),Nancy Kress,2001,Tor Books,http://images.amazon.com/images/P/0312874073.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312874073.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312874073.01.LZZZZZZZ.jpg
0802117252,Ninety Degrees North: The Quest for the North Pole,Fergus Fleming,2002,Grove Press,http://images.amazon.com/images/P/0802117252.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802117252.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802117252.01.LZZZZZZZ.jpg
042508471X,Prizzis Honor,Richard Condon,1985,Berkley Publishing Group,http://images.amazon.com/images/P/042508471X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042508471X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042508471X.01.LZZZZZZZ.jpg
1856261824,"Excuses, Excuses",Gray Jolliffe,1996,Kyle Cathie Ltd,http://images.amazon.com/images/P/1856261824.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1856261824.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1856261824.01.LZZZZZZZ.jpg
0064407152,Beyond the Heather Hills (Little House),Melissa Wiley,2003,HarperTrophy,http://images.amazon.com/images/P/0064407152.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064407152.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064407152.01.LZZZZZZZ.jpg
0072841664,A Child's World: Infancy Through Adolescence,Diane E. Papalia,2003,McGraw-Hill Companies,http://images.amazon.com/images/P/0072841664.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0072841664.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0072841664.01.LZZZZZZZ.jpg
0373092296,Dazzle,Ann Major,1985,Silhouette,http://images.amazon.com/images/P/0373092296.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373092296.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373092296.01.LZZZZZZZ.jpg
0142302066,Freddy Goes to the North Pole (Freddy Books (Paperback)),Walter R. Brooks,2002,Puffin Books,http://images.amazon.com/images/P/0142302066.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142302066.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142302066.01.LZZZZZZZ.jpg
0679030468,"Mobil Travel Guide 1996: Northeast : Connecticut, Maine, Massachusetts, New Hampshire, New York, Rhode Island, Vermont, Canada : New Brunswick, Nova Scotia, Ontario, Prince (Serial)",Fodor's,1996,Fodor's Travel Publications,http://images.amazon.com/images/P/0679030468.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679030468.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679030468.01.LZZZZZZZ.jpg
3499230755,Eine Seele von MÃ?Â¶rder.,P. D. James,2001,"Rowohlt TB-V., Rnb.",http://images.amazon.com/images/P/3499230755.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3499230755.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3499230755.01.LZZZZZZZ.jpg
0811828956,The Celtic Book of Living and Dying,Juliette Wood,2000,Chronicle Books,http://images.amazon.com/images/P/0811828956.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811828956.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811828956.01.LZZZZZZZ.jpg
0439113253,"Abandoned (Puppy Patrol, 3)",Jenny Dale,2000,Scholastic,http://images.amazon.com/images/P/0439113253.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439113253.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439113253.01.LZZZZZZZ.jpg
0316051748,Dr. Bob Arnot's Guide to Turning Back the Clock,Robert Arnot,1996,"Little, Brown",http://images.amazon.com/images/P/0316051748.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316051748.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316051748.01.LZZZZZZZ.jpg
0449903001,Remaking Motherhood: How Working Mothers and Shaping Our Children's Future,Anita Shreve,1988,Ballantine Books,http://images.amazon.com/images/P/0449903001.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449903001.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449903001.01.LZZZZZZZ.jpg
0449210901,Zuckerman Bound,Philip Roth,1986,Fawcett Books,http://images.amazon.com/images/P/0449210901.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449210901.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449210901.01.LZZZZZZZ.jpg
013116757X,Canadian Society: A Macro Analysis,Harry H. Hiller,1991,Prentice Hall,http://images.amazon.com/images/P/013116757X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/013116757X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/013116757X.01.LZZZZZZZ.jpg
1556114990,A Father's Kisses: A Novel,Bruce Jay Friedman,1996,Penguin USA,http://images.amazon.com/images/P/1556114990.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1556114990.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1556114990.01.LZZZZZZZ.jpg
0850311020,The fall of Asgaard,J. Stephen Lowe,1974,Allison &amp; Busby,http://images.amazon.com/images/P/0850311020.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0850311020.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0850311020.01.LZZZZZZZ.jpg
0312869703,The Master Executioner,Loren D. Estleman,2001,Forge Books,http://images.amazon.com/images/P/0312869703.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312869703.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312869703.01.LZZZZZZZ.jpg
096533192X,The Secret Life of Bees,Sue Monk Kidd,2002,Viking Penguin,http://images.amazon.com/images/P/096533192X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/096533192X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/096533192X.01.LZZZZZZZ.jpg
0671476998,Terms of Surrender (Silhouette Special Edition),Janet Dailey,1982,Silhouette Books,http://images.amazon.com/images/P/0671476998.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671476998.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671476998.01.LZZZZZZZ.jpg
3630614795,Die Ruckeroberung,Franz Hohler,0,Luchterhand Literaturverlag GmbH,http://images.amazon.com/images/P/3630614795.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3630614795.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3630614795.01.LZZZZZZZ.jpg
0786005572,The Mad Chopper,Kent Allard,1999,Pinnacle Books,http://images.amazon.com/images/P/0786005572.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786005572.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786005572.01.LZZZZZZZ.jpg
0310271223,His Stubborn Love,Joyce Landorf,1979,Zondervan Publishing Company,http://images.amazon.com/images/P/0310271223.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0310271223.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0310271223.01.LZZZZZZZ.jpg
0671794388,Dark Mirror (Star Trek: The Next Generation),Diane Duane,1994,Star Trek,http://images.amazon.com/images/P/0671794388.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671794388.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671794388.01.LZZZZZZZ.jpg
0938179004,"60-Second Shiatzu: How to Energize, Erase Pain and Conquer Tension in Aone Minute",Eva Shaw,1987,"Mills &amp; Sanderson, Publishers",http://images.amazon.com/images/P/0938179004.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0938179004.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0938179004.01.LZZZZZZZ.jpg
1575661063,"The Kennedy Men: Three Generations of Sex, Scandal and Secrets",Nellie Bly,1996,Kensington Publishing Corporation,http://images.amazon.com/images/P/1575661063.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1575661063.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1575661063.01.LZZZZZZZ.jpg
0950017841,Welsh Is Fun,Heini Gruffudd,1995,Lolfa,http://images.amazon.com/images/P/0950017841.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0950017841.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0950017841.01.LZZZZZZZ.jpg
0966164202,Be Full of Yourself: The Journey from Self-Criticism to Self-Celebration,Patricia L. Reilly,1998,Open Window Creations,http://images.amazon.com/images/P/0966164202.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0966164202.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0966164202.01.LZZZZZZZ.jpg
0756500877,Thanksgiving (Holidays and Festivals),Alice K. Flanagan,2001,Compass Point Books,http://images.amazon.com/images/P/0756500877.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0756500877.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0756500877.01.LZZZZZZZ.jpg
0451146360,Only Living Witness,Stephen G. Michaud,1984,Signet Book,http://images.amazon.com/images/P/0451146360.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451146360.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451146360.01.LZZZZZZZ.jpg
1575000377,Riding The Rails,Errol Lincoln Uys,1999,TV Books,http://images.amazon.com/images/P/1575000377.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1575000377.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1575000377.01.LZZZZZZZ.jpg
0099478110,Unloved,Deborah Levy,0,Vintage Of Random House,http://images.amazon.com/images/P/0099478110.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0099478110.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0099478110.01.LZZZZZZZ.jpg
0380788799,Hearts and Bones,Margaret Lawrence,1997,Avon,http://images.amazon.com/images/P/0380788799.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380788799.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380788799.01.LZZZZZZZ.jpg
0843948140,Hidden Gold,Steve Frazee,2000,Leisure Books,http://images.amazon.com/images/P/0843948140.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0843948140.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0843948140.01.LZZZZZZZ.jpg
037550396X,Life Is So Good,George Dawson,2000,Random House Trade,http://images.amazon.com/images/P/037550396X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037550396X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037550396X.01.LZZZZZZZ.jpg
1555612628,"Prostate &amp; Cancer: A Family Guide to Diagnosis, Treatment &amp; Survival","Sheldon, Md. Marks",1999,Perseus Publishing,http://images.amazon.com/images/P/1555612628.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1555612628.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1555612628.01.LZZZZZZZ.jpg
3746650216,Erfolg,Lion Feuchtwanger,0,Aufbau-Verlag GmbH,http://images.amazon.com/images/P/3746650216.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3746650216.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3746650216.01.LZZZZZZZ.jpg
0330231812,The childhood story of Christy Brown: (previously entitled My left foot);,Christy Brown,1972,Pan Books,http://images.amazon.com/images/P/0330231812.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0330231812.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0330231812.01.LZZZZZZZ.jpg
0061051128,Moonfall,Jack McDevitt,1999,Eos,http://images.amazon.com/images/P/0061051128.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061051128.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061051128.01.LZZZZZZZ.jpg
0570058104,Little Visits for Families,Allan Hart Jahsmann,1998,Concordia Publishing House,http://images.amazon.com/images/P/0570058104.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0570058104.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0570058104.01.LZZZZZZZ.jpg
0812535324,The Burning Sky,Ron Faust,1995,Tor Books,http://images.amazon.com/images/P/0812535324.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812535324.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812535324.01.LZZZZZZZ.jpg
0865051879,Birds at My Feeder (Glen Loates North American Wildlife),Bobbie Kalman,1987,Crabtree Publishing Company,http://images.amazon.com/images/P/0865051879.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0865051879.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0865051879.01.LZZZZZZZ.jpg
0195086538,"The Midwives Book: Or the Whole Art of Midwifry Discovered (Women Writers in English, 1350-1850 (Paper))",Jane Sharp,1999,Oxford University Press,http://images.amazon.com/images/P/0195086538.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0195086538.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0195086538.01.LZZZZZZZ.jpg
0824519132,On Becoming a Counselor: A Basic Guide for Nonprofessional Counselors,Eugene Kennedy,2001,Crossroad Publishing Company,http://images.amazon.com/images/P/0824519132.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0824519132.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0824519132.01.LZZZZZZZ.jpg
0002162857,Bedside Guardian 29,W L Webb,0,Harpercollins Publisher,http://images.amazon.com/images/P/0002162857.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0002162857.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0002162857.01.LZZZZZZZ.jpg
1563410559,Eight Bullets: One Woman's Story of Surviving Anti-Gay Violence,Claudia Brenner,1995,Firebrand Books,http://images.amazon.com/images/P/1563410559.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1563410559.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1563410559.01.LZZZZZZZ.jpg
0671675850,Nibbled to Death by Ducks,Robert Campbell,1989,Pocket Books,http://images.amazon.com/images/P/0671675850.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671675850.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671675850.01.LZZZZZZZ.jpg
0689849931,Firewing,Kenneth Oppel,2003,Simon &amp; Schuster Children's Publishing,http://images.amazon.com/images/P/0689849931.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689849931.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689849931.01.LZZZZZZZ.jpg
0394748727,Ecology for Beginners                             Prox 176P) (Pantheon Documentary Comic Book),Stephen Croall,1982,Pantheon Books,http://images.amazon.com/images/P/0394748727.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394748727.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394748727.01.LZZZZZZZ.jpg
1556113447,Hard Evidence,John T. Lescroart,1993,Penguin USA,http://images.amazon.com/images/P/1556113447.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1556113447.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1556113447.01.LZZZZZZZ.jpg
0156010690,The Emperors New Clothes: An All-Star Illustrated Retelling of the Classic Fairy Tale,Hans Christian Andersen,2000,Harcourt,http://images.amazon.com/images/P/0156010690.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156010690.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156010690.01.LZZZZZZZ.jpg
043904393X,Swampland (Swampland Trilogy),S.R. Martin,2000,Scholastic,http://images.amazon.com/images/P/043904393X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/043904393X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/043904393X.01.LZZZZZZZ.jpg
0263827127,The Midwife Bride (Medical Romance),Janet Ferguson,2002,Harlequin Mills &amp; Boon Ltd,http://images.amazon.com/images/P/0263827127.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0263827127.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0263827127.01.LZZZZZZZ.jpg
0821735349,Fire's Tender Kiss,Patricia Pellicane,1991,Kensington Pub Corp (Mm),http://images.amazon.com/images/P/0821735349.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821735349.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821735349.01.LZZZZZZZ.jpg
0373116152,"House of Glass (Harlequin Presents No, 1615)",Michelle Reid,1993,Harlequin,http://images.amazon.com/images/P/0373116152.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373116152.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373116152.01.LZZZZZZZ.jpg
1586609246,Ramshackle Rose,Cathy Marie Hake,2004,Barbour Pub Inc,http://images.amazon.com/images/P/1586609246.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1586609246.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1586609246.01.LZZZZZZZ.jpg
0590405365,Story of Daniel Boone,William Cunningham,1986,Scholastic,http://images.amazon.com/images/P/0590405365.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590405365.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590405365.01.LZZZZZZZ.jpg
